Mod:Item:MetaData, Localized Name
conarm:helmet_core:0, Paper Helmet Core
conarm:helmet_core:0, Sponge Helmet Core
conarm:helmet_core:0, Firewood Helmet Core
conarm:helmet_core:0, Iron Helmet Core
conarm:helmet_core:0, Pig Iron Helmet Core
conarm:helmet_core:0, Knightslime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Magma Slime Helmet Core
conarm:helmet_core:0, Netherrack Helmet Core
conarm:helmet_core:0, Cobalt Helmet Core
conarm:helmet_core:0, Ardite Helmet Core
conarm:helmet_core:0, Manyullyn Helmet Core
conarm:helmet_core:0, Copper Helmet Core
conarm:helmet_core:0, Bronze Helmet Core
conarm:helmet_core:0, Lead Helmet Core
conarm:helmet_core:0, Silver Helmet Core
conarm:helmet_core:0, Electrum Helmet Core
conarm:helmet_core:0, Steel Helmet Core
conarm:helmet_core:0, Dragon Bone Helmet Core
conarm:helmet_core:0, Desert Myrmex Chitin Helmet Core
conarm:helmet_core:0, Jungle Myrmex Chitin Helmet Core
conarm:helmet_core:0, Fire Dragonsteel Helmet Core
conarm:helmet_core:0, Ice Dragonsteel Helmet Core
conarm:helmet_core:0, Weezer Helmet Core
conarm:helmet_core:0, Frost Troll Leather Helmet Core
conarm:helmet_core:0, Tan Deathworm Chitin Helmet Core
conarm:helmet_core:0, Bronze Dragon Scales Helmet Core
conarm:helmet_core:0, Blue Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Purple Sea Serpent Scales Helmet Core
conarm:helmet_core:0, White Dragon Scales Helmet Core
conarm:helmet_core:0, White Deathworm Chitin Helmet Core
conarm:helmet_core:0, Brown Deathworm Chitin Helmet Core
conarm:helmet_core:0, Gray Dragon Scales Helmet Core
conarm:helmet_core:0, Sapphire Dragon Scales Helmet Core
conarm:helmet_core:0, Teal Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Blue Dragon Scales Helmet Core
conarm:helmet_core:0, Forest Troll Leather Helmet Core
conarm:helmet_core:0, Green Dragon Scales Helmet Core
conarm:helmet_core:0, Mountain Troll Leather Helmet Core
conarm:helmet_core:0, Bronze Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Red Dragon Scales Helmet Core
conarm:helmet_core:0, Deep Blue Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Red Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Green Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Silver Dragon Scales Helmet Core
conarm:helmet_core:0, Umbrium Helmet Core
conarm:helmet_core:0, Magical Wooden Helmet Core
conarm:helmet_core:0, Evil Infused Helmet Core
conarm:helmet_core:0, Enchanted Helmet Core
conarm:helmet_core:0, Demonic Helmet Core
conarm:helmet_core:0, Enderium Helmet Core
conarm:helmet_core:0, Platinum Helmet Core
conarm:helmet_core:0, Iridium Helmet Core
conarm:helmet_core:0, Mithril Helmet Core
conarm:helmet_core:0, Signalum Helmet Core
conarm:helmet_core:0, Lumium Helmet Core
conarm:helmet_core:0, Constantan Helmet Core
conarm:helmet_core:0, Invar Helmet Core
conarm:helmet_core:0, Nickel Helmet Core
conarm:helmet_core:0, Tin Helmet Core
conarm:helmet_core:0, Brass Helmet Core
conarm:helmet_core:0, Aluminum Helmet Core
conarm:helmet_core:0, Zinc Helmet Core
conarm:helmet_core:0, Refined Obsidian Helmet Core
conarm:helmet_core:0, Refined Glowstone Helmet Core
conarm:helmet_core:0, Osmium Helmet Core
conarm:helmet_core:0, Manasteel Helmet Core
conarm:helmet_core:0, Terrasteel Helmet Core
conarm:helmet_core:0, Elementium Helmet Core
conarm:helmet_core:0, Gaia Spirit Helmet Core
conarm:helmet_core:0, Yellorium Helmet Core
conarm:helmet_core:0, Cyanite Helmet Core
conarm:helmet_core:0, Blutonium Helmet Core
conarm:helmet_core:0, Ludicrite Helmet Core
conarm:helmet_core:0, Quartz Enriched Iron Helmet Core
conarm:helmet_core:0, Draconium Helmet Core
conarm:helmet_core:0, Wyvern Draconium Helmet Core
conarm:helmet_core:0, Awakened Draconium Helmet Core
conarm:helmet_core:0, Chaotic Draconium Helmet Core
conarm:helmet_core:0, Psimetal Helmet Core
conarm:helmet_core:0, Psigem Helmet Core
conarm:helmet_core:0, Ivory Psimetal Helmet Core
conarm:helmet_core:0, Ebony Psimetal Helmet Core
conarm:helmet_core:0, Dark Matter Helmet Core
conarm:helmet_core:0, Red Matter Helmet Core
conarm:helmet_core:0, Fluxed Electrum Helmet Core
conarm:helmet_core:0, Refined Iron Helmet Core
conarm:helmet_core:0, Tungsten Helmet Core
conarm:helmet_core:0, Titanium Helmet Core
conarm:helmet_core:0, Chrome Helmet Core
conarm:helmet_core:0, Advanced Alloy Helmet Core
conarm:helmet_core:0, Ruby Helmet Core
conarm:helmet_core:0, Sapphire Helmet Core
conarm:helmet_core:0, Peridot Helmet Core
conarm:helmet_core:0, Yellow Garnet Helmet Core
conarm:helmet_core:0, Red Garnet Helmet Core
conarm:helmet_core:0, Rubber Helmet Core
conarm:helmet_core:0, Certus Quartz Helmet Core
conarm:helmet_core:0, Fluix Crystal Helmet Core
conarm:helmet_core:0, Prosperity Shard Helmet Core
conarm:helmet_core:0, Soulium Helmet Core
conarm:helmet_core:0, Base Essence Helmet Core
conarm:helmet_core:0, Inferium Helmet Core
conarm:helmet_core:0, Prudentium Helmet Core
conarm:helmet_core:0, Intermedium Helmet Core
conarm:helmet_core:0, Superium Helmet Core
conarm:helmet_core:0, Supremium Helmet Core
conarm:helmet_core:0, Treated Wood Helmet Core
conarm:armor_trim:0, Electrical Armor Trim
conarm:armor_trim:0, Energetic Armor Trim
conarm:armor_trim:0, Vibrant Armor Trim
conarm:armor_trim:0, Red Armor Trim
conarm:armor_trim:0, Conductive Armor Trim
conarm:armor_trim:0, Pulsating Armor Trim
conarm:armor_trim:0, Dark Armor Trim
conarm:armor_trim:0, Souled Armor Trim
conarm:armor_trim:0, Armor Trim of the End
conarm:armor_trim:0, Fake-Iron Armor Trim
conarm:armor_trim:0, Wooden Armor Trim
conarm:armor_trim:0, Stone Armor Trim
conarm:armor_trim:0, Flint Armor Trim
conarm:armor_trim:0, Cactus Armor Trim
conarm:armor_trim:0, Bone Armor Trim
conarm:armor_trim:0, Obsidian Armor Trim
conarm:armor_trim:0, Prismarine Armor Trim
conarm:armor_trim:0, End Armor Trim
conarm:armor_trim:0, Paper Armor Trim
conarm:armor_trim:0, Sponge Armor Trim
conarm:armor_trim:0, Firewood Armor Trim
conarm:armor_trim:0, Iron Armor Trim
conarm:armor_trim:0, Pig Iron Armor Trim
conarm:armor_trim:0, Knightslime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Magma Slime Armor Trim
conarm:armor_trim:0, Netherrack Armor Trim
conarm:armor_trim:0, Cobalt Armor Trim
conarm:armor_trim:0, Ardite Armor Trim
conarm:armor_trim:0, Manyullyn Armor Trim
conarm:armor_trim:0, Copper Armor Trim
conarm:armor_trim:0, Bronze Armor Trim
conarm:armor_trim:0, Lead Armor Trim
conarm:armor_trim:0, Silver Armor Trim
conarm:armor_trim:0, Electrum Armor Trim
conarm:armor_trim:0, Steel Armor Trim
conarm:armor_trim:0, Dragon Bone Armor Trim
conarm:armor_trim:0, Desert Myrmex Chitin Armor Trim
conarm:armor_trim:0, Jungle Myrmex Chitin Armor Trim
conarm:armor_trim:0, Fire Dragonsteel Armor Trim
conarm:armor_trim:0, Ice Dragonsteel Armor Trim
conarm:armor_trim:0, Weezer Armor Trim
conarm:armor_trim:0, Frost Troll Leather Armor Trim
conarm:armor_trim:0, Tan Deathworm Chitin Armor Trim
conarm:armor_trim:0, Bronze Dragon Scales Armor Trim
conarm:armor_trim:0, Blue Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Purple Sea Serpent Scales Armor Trim
conarm:armor_trim:0, White Dragon Scales Armor Trim
conarm:armor_trim:0, White Deathworm Chitin Armor Trim
conarm:armor_trim:0, Brown Deathworm Chitin Armor Trim
conarm:armor_trim:0, Gray Dragon Scales Armor Trim
conarm:armor_trim:0, Sapphire Dragon Scales Armor Trim
conarm:armor_trim:0, Teal Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Blue Dragon Scales Armor Trim
conarm:armor_trim:0, Forest Troll Leather Armor Trim
conarm:armor_trim:0, Green Dragon Scales Armor Trim
conarm:armor_trim:0, Mountain Troll Leather Armor Trim
conarm:armor_trim:0, Bronze Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Red Dragon Scales Armor Trim
conarm:armor_trim:0, Deep Blue Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Red Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Green Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Silver Dragon Scales Armor Trim
conarm:armor_trim:0, Umbrium Armor Trim
conarm:armor_trim:0, Magical Wooden Armor Trim
conarm:armor_trim:0, Evil Infused Armor Trim
conarm:armor_trim:0, Enchanted Armor Trim
conarm:armor_trim:0, Demonic Armor Trim
conarm:armor_trim:0, Enderium Armor Trim
conarm:armor_trim:0, Platinum Armor Trim
conarm:armor_trim:0, Iridium Armor Trim
conarm:armor_trim:0, Mithril Armor Trim
conarm:armor_trim:0, Signalum Armor Trim
conarm:armor_trim:0, Lumium Armor Trim
conarm:armor_trim:0, Constantan Armor Trim
conarm:armor_trim:0, Invar Armor Trim
conarm:armor_trim:0, Nickel Armor Trim
conarm:armor_trim:0, Tin Armor Trim
conarm:armor_trim:0, Brass Armor Trim
conarm:armor_trim:0, Aluminum Armor Trim
conarm:armor_trim:0, Zinc Armor Trim
conarm:armor_trim:0, Refined Obsidian Armor Trim
conarm:armor_trim:0, Refined Glowstone Armor Trim
conarm:armor_trim:0, Osmium Armor Trim
conarm:armor_trim:0, Manasteel Armor Trim
conarm:armor_trim:0, Terrasteel Armor Trim
conarm:armor_trim:0, Elementium Armor Trim
conarm:armor_trim:0, Gaia Spirit Armor Trim
conarm:armor_trim:0, Yellorium Armor Trim
conarm:armor_trim:0, Cyanite Armor Trim
conarm:armor_trim:0, Blutonium Armor Trim
conarm:armor_trim:0, Ludicrite Armor Trim
conarm:armor_trim:0, Quartz Enriched Iron Armor Trim
conarm:armor_trim:0, Draconium Armor Trim
conarm:armor_trim:0, Wyvern Draconium Armor Trim
conarm:armor_trim:0, Awakened Draconium Armor Trim
conarm:armor_trim:0, Chaotic Draconium Armor Trim
conarm:armor_trim:0, Psimetal Armor Trim
conarm:armor_trim:0, Psigem Armor Trim
conarm:armor_trim:0, Ivory Psimetal Armor Trim
conarm:armor_trim:0, Ebony Psimetal Armor Trim
conarm:armor_trim:0, Dark Matter Armor Trim
conarm:armor_trim:0, Red Matter Armor Trim
conarm:armor_trim:0, Fluxed Electrum Armor Trim
conarm:armor_trim:0, Refined Iron Armor Trim
conarm:armor_trim:0, Tungsten Armor Trim
conarm:armor_trim:0, Titanium Armor Trim
conarm:armor_trim:0, Chrome Armor Trim
conarm:armor_trim:0, Advanced Alloy Armor Trim
conarm:armor_trim:0, Ruby Armor Trim
conarm:armor_trim:0, Sapphire Armor Trim
conarm:armor_trim:0, Peridot Armor Trim
conarm:armor_trim:0, Yellow Garnet Armor Trim
conarm:armor_trim:0, Red Garnet Armor Trim
conarm:armor_trim:0, Rubber Armor Trim
conarm:armor_trim:0, Certus Quartz Armor Trim
conarm:armor_trim:0, Fluix Crystal Armor Trim
conarm:armor_trim:0, Prosperity Shard Armor Trim
conarm:armor_trim:0, Soulium Armor Trim
conarm:armor_trim:0, Base Essence Armor Trim
conarm:armor_trim:0, Inferium Armor Trim
conarm:armor_trim:0, Prudentium Armor Trim
conarm:armor_trim:0, Intermedium Armor Trim
conarm:armor_trim:0, Superium Armor Trim
conarm:armor_trim:0, Supremium Armor Trim
conarm:armor_trim:0, Treated Wood Armor Trim
conarm:armor_plate:0, Electrical Armor Plates
conarm:armor_plate:0, Energetic Armor Plates
conarm:armor_plate:0, Vibrant Armor Plates
conarm:armor_plate:0, Red Armor Plates
conarm:armor_plate:0, Conductive Armor Plates
conarm:armor_plate:0, Pulsating Armor Plates
conarm:armor_plate:0, Dark Armor Plates
conarm:armor_plate:0, Souled Armor Plates
conarm:armor_plate:0, Armor Plates of the End
conarm:armor_plate:0, Fake-Iron Armor Plates
conarm:armor_plate:0, Wooden Armor Plates
conarm:armor_plate:0, Stone Armor Plates
conarm:armor_plate:0, Flint Armor Plates
conarm:armor_plate:0, Cactus Armor Plates
conarm:armor_plate:0, Bone Armor Plates
conarm:armor_plate:0, Obsidian Armor Plates
conarm:armor_plate:0, Prismarine Armor Plates
conarm:armor_plate:0, End Armor Plates
conarm:armor_plate:0, Paper Armor Plates
conarm:armor_plate:0, Sponge Armor Plates
conarm:armor_plate:0, Firewood Armor Plates
conarm:armor_plate:0, Iron Armor Plates
conarm:armor_plate:0, Pig Iron Armor Plates
conarm:armor_plate:0, Knightslime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Magma Slime Armor Plates
conarm:armor_plate:0, Netherrack Armor Plates
conarm:armor_plate:0, Cobalt Armor Plates
conarm:armor_plate:0, Ardite Armor Plates
conarm:armor_plate:0, Manyullyn Armor Plates
conarm:armor_plate:0, Copper Armor Plates
conarm:armor_plate:0, Bronze Armor Plates
conarm:armor_plate:0, Lead Armor Plates
conarm:armor_plate:0, Silver Armor Plates
conarm:armor_plate:0, Electrum Armor Plates
conarm:armor_plate:0, Steel Armor Plates
conarm:armor_plate:0, Dragon Bone Armor Plates
conarm:armor_plate:0, Desert Myrmex Chitin Armor Plates
conarm:armor_plate:0, Jungle Myrmex Chitin Armor Plates
conarm:armor_plate:0, Fire Dragonsteel Armor Plates
conarm:armor_plate:0, Ice Dragonsteel Armor Plates
conarm:armor_plate:0, Weezer Armor Plates
conarm:armor_plate:0, Frost Troll Leather Armor Plates
conarm:armor_plate:0, Tan Deathworm Chitin Armor Plates
conarm:armor_plate:0, Bronze Dragon Scales Armor Plates
conarm:armor_plate:0, Blue Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Purple Sea Serpent Scales Armor Plates
conarm:armor_plate:0, White Dragon Scales Armor Plates
conarm:armor_plate:0, White Deathworm Chitin Armor Plates
conarm:armor_plate:0, Brown Deathworm Chitin Armor Plates
conarm:armor_plate:0, Gray Dragon Scales Armor Plates
conarm:armor_plate:0, Sapphire Dragon Scales Armor Plates
conarm:armor_plate:0, Teal Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Blue Dragon Scales Armor Plates
conarm:armor_plate:0, Forest Troll Leather Armor Plates
conarm:armor_plate:0, Green Dragon Scales Armor Plates
conarm:armor_plate:0, Mountain Troll Leather Armor Plates
conarm:armor_plate:0, Bronze Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Red Dragon Scales Armor Plates
conarm:armor_plate:0, Deep Blue Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Red Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Green Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Silver Dragon Scales Armor Plates
conarm:armor_plate:0, Umbrium Armor Plates
conarm:armor_plate:0, Magical Wooden Armor Plates
conarm:armor_plate:0, Evil Infused Armor Plates
conarm:armor_plate:0, Enchanted Armor Plates
conarm:armor_plate:0, Demonic Armor Plates
conarm:armor_plate:0, Enderium Armor Plates
conarm:armor_plate:0, Platinum Armor Plates
conarm:armor_plate:0, Iridium Armor Plates
conarm:armor_plate:0, Mithril Armor Plates
conarm:armor_plate:0, Signalum Armor Plates
conarm:armor_plate:0, Lumium Armor Plates
conarm:armor_plate:0, Constantan Armor Plates
conarm:armor_plate:0, Invar Armor Plates
conarm:armor_plate:0, Nickel Armor Plates
conarm:armor_plate:0, Tin Armor Plates
conarm:armor_plate:0, Brass Armor Plates
conarm:armor_plate:0, Aluminum Armor Plates
conarm:armor_plate:0, Zinc Armor Plates
conarm:armor_plate:0, Refined Obsidian Armor Plates
conarm:armor_plate:0, Refined Glowstone Armor Plates
conarm:armor_plate:0, Osmium Armor Plates
conarm:armor_plate:0, Manasteel Armor Plates
conarm:armor_plate:0, Terrasteel Armor Plates
conarm:armor_plate:0, Elementium Armor Plates
conarm:armor_plate:0, Gaia Spirit Armor Plates
conarm:armor_plate:0, Yellorium Armor Plates
conarm:armor_plate:0, Cyanite Armor Plates
conarm:armor_plate:0, Blutonium Armor Plates
conarm:armor_plate:0, Ludicrite Armor Plates
conarm:armor_plate:0, Quartz Enriched Iron Armor Plates
conarm:armor_plate:0, Draconium Armor Plates
conarm:armor_plate:0, Wyvern Draconium Armor Plates
conarm:armor_plate:0, Awakened Draconium Armor Plates
conarm:armor_plate:0, Chaotic Draconium Armor Plates
conarm:armor_plate:0, Psimetal Armor Plates
conarm:armor_plate:0, Psigem Armor Plates
conarm:armor_plate:0, Ivory Psimetal Armor Plates
conarm:armor_plate:0, Ebony Psimetal Armor Plates
conarm:armor_plate:0, Dark Matter Armor Plates
conarm:armor_plate:0, Red Matter Armor Plates
conarm:armor_plate:0, Fluxed Electrum Armor Plates
conarm:armor_plate:0, Refined Iron Armor Plates
conarm:armor_plate:0, Tungsten Armor Plates
conarm:armor_plate:0, Titanium Armor Plates
conarm:armor_plate:0, Chrome Armor Plates
conarm:armor_plate:0, Advanced Alloy Armor Plates
conarm:armor_plate:0, Ruby Armor Plates
conarm:armor_plate:0, Sapphire Armor Plates
conarm:armor_plate:0, Peridot Armor Plates
conarm:armor_plate:0, Yellow Garnet Armor Plates
conarm:armor_plate:0, Red Garnet Armor Plates
conarm:armor_plate:0, Rubber Armor Plates
conarm:armor_plate:0, Certus Quartz Armor Plates
conarm:armor_plate:0, Fluix Crystal Armor Plates
conarm:armor_plate:0, Prosperity Shard Armor Plates
conarm:armor_plate:0, Soulium Armor Plates
conarm:armor_plate:0, Base Essence Armor Plates
conarm:armor_plate:0, Inferium Armor Plates
conarm:armor_plate:0, Prudentium Armor Plates
conarm:armor_plate:0, Intermedium Armor Plates
conarm:armor_plate:0, Superium Armor Plates
conarm:armor_plate:0, Supremium Armor Plates
conarm:armor_plate:0, Treated Wood Armor Plates
conarm:chest_core:0, Electrical Chestplate Core
conarm:chest_core:0, Energetic Chestplate Core
conarm:chest_core:0, Vibrant Chestplate Core
conarm:chest_core:0, Red Chestplate Core
conarm:chest_core:0, Conductive Chestplate Core
conarm:chest_core:0, Pulsating Chestplate Core
conarm:chest_core:0, Dark Chestplate Core
conarm:chest_core:0, Souled Chestplate Core
conarm:chest_core:0, Chestplate Core of the End
conarm:chest_core:0, Fake-Iron Chestplate Core
conarm:chest_core:0, Wooden Chestplate Core
conarm:chest_core:0, Stone Chestplate Core
conarm:chest_core:0, Flint Chestplate Core
conarm:chest_core:0, Cactus Chestplate Core
conarm:chest_core:0, Bone Chestplate Core
conarm:chest_core:0, Obsidian Chestplate Core
conarm:chest_core:0, Prismarine Chestplate Core
conarm:chest_core:0, End Chestplate Core
conarm:chest_core:0, Paper Chestplate Core
conarm:chest_core:0, Sponge Chestplate Core
conarm:chest_core:0, Firewood Chestplate Core
conarm:chest_core:0, Iron Chestplate Core
conarm:chest_core:0, Pig Iron Chestplate Core
conarm:chest_core:0, Knightslime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Magma Slime Chestplate Core
conarm:chest_core:0, Netherrack Chestplate Core
conarm:chest_core:0, Cobalt Chestplate Core
conarm:chest_core:0, Ardite Chestplate Core
conarm:chest_core:0, Manyullyn Chestplate Core
conarm:chest_core:0, Copper Chestplate Core
conarm:chest_core:0, Bronze Chestplate Core
conarm:chest_core:0, Lead Chestplate Core
conarm:chest_core:0, Silver Chestplate Core
conarm:chest_core:0, Electrum Chestplate Core
conarm:chest_core:0, Steel Chestplate Core
conarm:chest_core:0, Dragon Bone Chestplate Core
conarm:chest_core:0, Desert Myrmex Chitin Chestplate Core
conarm:chest_core:0, Jungle Myrmex Chitin Chestplate Core
conarm:chest_core:0, Fire Dragonsteel Chestplate Core
conarm:chest_core:0, Ice Dragonsteel Chestplate Core
conarm:chest_core:0, Weezer Chestplate Core
conarm:chest_core:0, Frost Troll Leather Chestplate Core
conarm:chest_core:0, Tan Deathworm Chitin Chestplate Core
conarm:chest_core:0, Bronze Dragon Scales Chestplate Core
conarm:chest_core:0, Blue Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Purple Sea Serpent Scales Chestplate Core
conarm:chest_core:0, White Dragon Scales Chestplate Core
conarm:chest_core:0, White Deathworm Chitin Chestplate Core
conarm:chest_core:0, Brown Deathworm Chitin Chestplate Core
conarm:chest_core:0, Gray Dragon Scales Chestplate Core
conarm:chest_core:0, Sapphire Dragon Scales Chestplate Core
conarm:chest_core:0, Teal Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Blue Dragon Scales Chestplate Core
conarm:chest_core:0, Forest Troll Leather Chestplate Core
conarm:chest_core:0, Green Dragon Scales Chestplate Core
conarm:chest_core:0, Mountain Troll Leather Chestplate Core
conarm:chest_core:0, Bronze Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Red Dragon Scales Chestplate Core
conarm:chest_core:0, Deep Blue Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Red Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Green Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Silver Dragon Scales Chestplate Core
conarm:chest_core:0, Umbrium Chestplate Core
conarm:chest_core:0, Magical Wooden Chestplate Core
conarm:chest_core:0, Evil Infused Chestplate Core
conarm:chest_core:0, Enchanted Chestplate Core
conarm:chest_core:0, Demonic Chestplate Core
conarm:chest_core:0, Enderium Chestplate Core
conarm:chest_core:0, Platinum Chestplate Core
conarm:chest_core:0, Iridium Chestplate Core
conarm:chest_core:0, Mithril Chestplate Core
conarm:chest_core:0, Signalum Chestplate Core
conarm:chest_core:0, Lumium Chestplate Core
conarm:chest_core:0, Constantan Chestplate Core
conarm:chest_core:0, Invar Chestplate Core
conarm:chest_core:0, Nickel Chestplate Core
conarm:chest_core:0, Tin Chestplate Core
conarm:chest_core:0, Brass Chestplate Core
conarm:chest_core:0, Aluminum Chestplate Core
conarm:chest_core:0, Zinc Chestplate Core
conarm:chest_core:0, Refined Obsidian Chestplate Core
conarm:chest_core:0, Refined Glowstone Chestplate Core
conarm:chest_core:0, Osmium Chestplate Core
conarm:chest_core:0, Manasteel Chestplate Core
conarm:chest_core:0, Terrasteel Chestplate Core
conarm:chest_core:0, Elementium Chestplate Core
conarm:chest_core:0, Gaia Spirit Chestplate Core
conarm:chest_core:0, Yellorium Chestplate Core
conarm:chest_core:0, Cyanite Chestplate Core
conarm:chest_core:0, Blutonium Chestplate Core
conarm:chest_core:0, Ludicrite Chestplate Core
conarm:chest_core:0, Quartz Enriched Iron Chestplate Core
conarm:chest_core:0, Draconium Chestplate Core
conarm:chest_core:0, Wyvern Draconium Chestplate Core
conarm:chest_core:0, Awakened Draconium Chestplate Core
conarm:chest_core:0, Chaotic Draconium Chestplate Core
conarm:chest_core:0, Psimetal Chestplate Core
conarm:chest_core:0, Psigem Chestplate Core
conarm:chest_core:0, Ivory Psimetal Chestplate Core
conarm:chest_core:0, Ebony Psimetal Chestplate Core
conarm:chest_core:0, Dark Matter Chestplate Core
conarm:chest_core:0, Red Matter Chestplate Core
conarm:chest_core:0, Fluxed Electrum Chestplate Core
conarm:chest_core:0, Refined Iron Chestplate Core
conarm:chest_core:0, Tungsten Chestplate Core
conarm:chest_core:0, Titanium Chestplate Core
conarm:chest_core:0, Chrome Chestplate Core
conarm:chest_core:0, Advanced Alloy Chestplate Core
conarm:chest_core:0, Ruby Chestplate Core
conarm:chest_core:0, Sapphire Chestplate Core
conarm:chest_core:0, Peridot Chestplate Core
conarm:chest_core:0, Yellow Garnet Chestplate Core
conarm:chest_core:0, Red Garnet Chestplate Core
conarm:chest_core:0, Rubber Chestplate Core
conarm:chest_core:0, Certus Quartz Chestplate Core
conarm:chest_core:0, Fluix Crystal Chestplate Core
conarm:chest_core:0, Prosperity Shard Chestplate Core
conarm:chest_core:0, Soulium Chestplate Core
conarm:chest_core:0, Base Essence Chestplate Core
conarm:chest_core:0, Inferium Chestplate Core
conarm:chest_core:0, Prudentium Chestplate Core
conarm:chest_core:0, Intermedium Chestplate Core
conarm:chest_core:0, Superium Chestplate Core
conarm:chest_core:0, Supremium Chestplate Core
conarm:chest_core:0, Treated Wood Chestplate Core
conarm:leggings_core:0, Electrical Leggings Core
conarm:leggings_core:0, Energetic Leggings Core
conarm:leggings_core:0, Vibrant Leggings Core
conarm:leggings_core:0, Red Leggings Core
conarm:leggings_core:0, Conductive Leggings Core
conarm:leggings_core:0, Pulsating Leggings Core
conarm:leggings_core:0, Dark Leggings Core
conarm:leggings_core:0, Souled Leggings Core
conarm:leggings_core:0, Leggings Core of the End
conarm:leggings_core:0, Fake-Iron Leggings Core
conarm:leggings_core:0, Wooden Leggings Core
conarm:leggings_core:0, Stone Leggings Core
conarm:leggings_core:0, Flint Leggings Core
conarm:leggings_core:0, Cactus Leggings Core
conarm:leggings_core:0, Bone Leggings Core
conarm:leggings_core:0, Obsidian Leggings Core
conarm:leggings_core:0, Prismarine Leggings Core
conarm:leggings_core:0, End Leggings Core
conarm:leggings_core:0, Paper Leggings Core
conarm:leggings_core:0, Sponge Leggings Core
conarm:leggings_core:0, Firewood Leggings Core
conarm:leggings_core:0, Iron Leggings Core
conarm:leggings_core:0, Pig Iron Leggings Core
conarm:leggings_core:0, Knightslime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Magma Slime Leggings Core
conarm:leggings_core:0, Netherrack Leggings Core
conarm:leggings_core:0, Cobalt Leggings Core
conarm:leggings_core:0, Ardite Leggings Core
conarm:leggings_core:0, Manyullyn Leggings Core
conarm:leggings_core:0, Copper Leggings Core
conarm:leggings_core:0, Bronze Leggings Core
conarm:leggings_core:0, Lead Leggings Core
conarm:leggings_core:0, Silver Leggings Core
conarm:leggings_core:0, Electrum Leggings Core
conarm:leggings_core:0, Steel Leggings Core
conarm:leggings_core:0, Dragon Bone Leggings Core
conarm:leggings_core:0, Desert Myrmex Chitin Leggings Core
conarm:leggings_core:0, Jungle Myrmex Chitin Leggings Core
conarm:leggings_core:0, Fire Dragonsteel Leggings Core
conarm:leggings_core:0, Ice Dragonsteel Leggings Core
conarm:leggings_core:0, Weezer Leggings Core
conarm:leggings_core:0, Frost Troll Leather Leggings Core
conarm:leggings_core:0, Tan Deathworm Chitin Leggings Core
conarm:leggings_core:0, Bronze Dragon Scales Leggings Core
conarm:leggings_core:0, Blue Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Purple Sea Serpent Scales Leggings Core
conarm:leggings_core:0, White Dragon Scales Leggings Core
conarm:leggings_core:0, White Deathworm Chitin Leggings Core
conarm:leggings_core:0, Brown Deathworm Chitin Leggings Core
conarm:leggings_core:0, Gray Dragon Scales Leggings Core
conarm:leggings_core:0, Sapphire Dragon Scales Leggings Core
conarm:leggings_core:0, Teal Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Blue Dragon Scales Leggings Core
conarm:leggings_core:0, Forest Troll Leather Leggings Core
conarm:leggings_core:0, Green Dragon Scales Leggings Core
conarm:leggings_core:0, Mountain Troll Leather Leggings Core
conarm:leggings_core:0, Bronze Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Red Dragon Scales Leggings Core
conarm:leggings_core:0, Deep Blue Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Red Sea Serpent Scales Leggings Core
